,title,address,unit_type,Price,Bedrooms,Bathrooms,Lat,Lon,Hydro Inc.,Heat Inc.,Water Inc.,Laundry Inc.,Yard Inc.,Parking Inc.,Gym Inc.,SQFT,Furnished,Air Conditioning,Walk Score,Transit Score,Bike Score,img_1,"img_2""",img_3
,"
                            Bright, Spacious 1 Bdrm Bsmt Apt, Approx 750 sqft!
                        ",", Toronto M6H 2L1 ON, Canada",Apartment,1460,1,1,43.6741757,-79.4452484,0,1,1,1,0,0,0,750,0,1,84,78,68,https://i.ebayimg.com/00/s/NTM1WDgwMA==/z/mtUAAOSwCJ5fCMa9/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/TSYAAOSwtmhfCMa3/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/qpUAAOSwRd5fCMa6/$_2.JPG
,"
                            1-Bedroom Basement Apt , Utilities included (Eglinton/Weston Rd)
                        ","Bartonville Ave W, York, ON M6M 2B4, Canada",Basement,1450,1,1,43.6889585,-79.49812,1,1,1,1,0,0,0,645,0,1,48,74,42,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/8B8AAOSwV~1fCMT9/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/9ckAAOSwZPpfCMUU/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/dwcAAOSw6RNfCMUl/$_2.JPG
,"
                            1 Bdrm Main Floor Apartment Christie and Bloor
                        ",", Toronto M6G 3B3 ON, Canada",Apartment,1800,1,1,43.6673358,-79.4195738,0,1,1,1,1,0,0,550,0,0,81,88,94,https://i.ebayimg.com/00/s/ODAwWDUzMg==/z/cecAAOSw0t5fCMSh/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/dScAAOSwPJtfCMSv/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/vAQAAOSwPxdfCMSd/$_2.JPG
,"
                            1 bedroom Basement Apartment for Rent
                        ","29 Batawa Crescent, Etobicoke, ON M9V 2V6, Canada",Basement,1500,1,1,43.7381717,-79.5626049,1,1,1,1,0,1,0,700,0,1,51,64,38,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/MucAAOSwYdBfCMSb/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/S2EAAOSw2MdfCh74/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/LSYAAOSw9tVfCh8T/$_2.JPG
,"
                            1 Bdrm Main Floor Apartment Pape and Danforth
                        ",", Toronto M4K 3R1 ON, Canada",Apartment,1620,1,1,43.673378,-79.3424192,0,1,1,0,1,0,0,550,0,1,83,91,77,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/968AAOSwqLBfCMGe/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/0OcAAOSw3JhfCMGZ/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/fhAAAOSwJs5fCMGn/$_2.JPG
,"
                            bachelor unit downtown
                        ","26 St Joseph St, Toronto, ON M4Y 1K1, Canada",Apartment,1550,1,1,43.6659543,-79.3867562,0,1,1,1,0,0,0,450,0,1,99,94,95,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/T~8AAOSwJBVfCMGz/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/lnAAAOSwGfZfCMG1/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/b2YAAOSwGQNfCMG3/$_2.JPG
,"
                            1BR APT-FURNISHED-From SEPT 1st-PARKDALE/QUEEN
                        ","42 Beaty Ave, Toronto, ON M6K 3B4, Canada",Basement,1750,1,1,43.6378536,-79.4407866,1,1,1,1,0,1,0,500,1,1,83,80,54,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/iUQAAOSwboNenw21/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/htwAAOSw9h5enw3N/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/knMAAOSwnuxenw3p/$_2.JPG
,"
                            1 Bedroom For Rent 399 Adelaide Street West (Loft 399)
                        ","M5V1S1, Canada",Condo,2400,1,1,43.6460218,-79.3969707,0,0,1,1,1,1,1,700,0,1,98,10,98,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/TDwAAOSwXhJfCL7g/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/xSQAAOSw6lZfCL7h/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/WeIAAOSwwOhfCL7j/$_2.JPG
,"
                            One Bedroom Condo Leaside Toronto - Eglington & Leslie
                        ","160 Vanderhoof Ave, East York, ON M4G 2G6, Canada",Apartment,1800,1,1,43.7143483,-79.3531453,0,0,0,1,1,1,1,608,0,1,46,73,57,https://i.ebayimg.com/00/s/MzkzWDU5MA==/z/HekAAOSwjY1fCL2F/$_27.JPG,https://i.ebayimg.com/00/s/MzkzWDU5MA==/z/YhoAAOSwzPZfCL2K/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/KuoAAOSwQrNfCL19/$_2.JPG
,"
                            1 BEDROOM FOR RENT (NEWLY RENOVATED)
                        ","Brimley Rd & Denison St, Markham, ON L3R 7H9, Canada",Basement,1000,1,1,43.83664,-79.28972,1,1,1,1,0,1,0,300,0,1,24,58,44,https://i.ebayimg.com/00/s/Mzc4WDgwMA==/z/~ogAAOSwIZ5fCL59/$_27.PNG,https://i.ebayimg.com/00/s/Mzc4WDgwMA==/z/0rYAAOSwuFJfCL5-/$_2.PNG,https://i.ebayimg.com/00/s/ODAwWDM3OA==/z/hz4AAOSwhbZfCL5~/$_2.PNG
,"
                            Downtown Apartment $1450 all inclusive + Roof Top Patio
                        ","1259 College St, Toronto, ON M6H 1C5, Canada",Basement,1450,1,1,43.651128,-79.4390592,1,1,1,1,0,0,0,450,0,0,84,90,75,https://i.ebayimg.com/00/s/MzQwWDYwMA==/z/iI4AAOSwBOReupTT/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/q1AAAOSwnEFeupT0/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/siEAAOSwd9VeupWw/$_2.JPG
,"
                            Eglitnon /Allen Road-  one bedroom at subway
                        ","1071 Eglinton Ave W, York, ON M6C 2E1, Canada",Apartment,1550,1,1,43.6987672,-79.4343903,0,0,0,1,0,0,0,600,0,0,82,83,88,,,
,"
                            Spacious  1 bedroom apartment - Yonge & Eglinton - FOR RENT
                        ","88 Redpath Avenue, Toronto M4S 2J8 ON",Apartment,1564.11,1,1,43.7062911,-79.392573,0,1,1,1,1,0,1,605,0,0,94,90,68,http://img.youtube.com/vi/-1GuOEOrV4A/0.jpg,https://i.ebayimg.com/00/s/MjYyWDQ3MA==/z/GxoAAOSww0hfCK4v/$_2.JPG,https://i.ebayimg.com/00/s/NDQ5WDU5NA==/z/9ioAAOSwGUlfCK4~/$_2.JPG
,"
                            One bedroom lower unit - beaches
                        ",", Beaches M4L1V1 ON, Canada",Basement,1400,1,1,43.6758249,-79.3054467,1,1,1,1,0,0,0,450,1,1,63,72,70,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/D8YAAOSwBf1fCK9m/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/saMAAOSwrxxfCK9t/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/2r0AAOSwO-dfCK91/$_2.JPG
,"
                            Luxury 1 Bedroom King Street West & Dufferin
                        ","1251 King St W, Toronto, ON M6K 1G7, Canada",Apartment,1800,1,1,43.6382063,-79.4296423,0,1,1,0,1,0,0,721,0,0,80,89,53,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/7-wAAOSw-jBdeqxz/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/dR4AAOSwFMVdeq1o/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/QuwAAOSwDJxdeq2W/$_2.JPG
,"
                            Jr. 1 BDRM AVENUE RD-EGLINTON
                        ",", Toronto  M5N1K4 ON, Canada",Basement,1395,1,1,43.7074155,-79.4171115,1,1,1,1,0,0,0,800,0,1,70,69,69,https://i.ebayimg.com/00/s/MjM0WDMwOQ==/z/yo8AAOSwV8lfCK8J/$_27.JPG,https://i.ebayimg.com/00/s/MjQxWDMxMg==/z/mVkAAOSwr0tfCK8O/$_2.JPG,https://i.ebayimg.com/00/s/MjMxWDMwNw==/z/ry8AAOSw97RfCK8E/$_2.JPG
,"
                            Open concept loft apartment, Keele and Rogers Rd
                        ","25 Nashville Avenue, M6M 1J2, Toronto, ON",Apartment,1395,1,1,43.682584,-79.4755282,0,1,1,1,0,1,0,700,0,0,68,72,59,https://i.ebayimg.com/00/s/NTIzWDgwMA==/z/7AkAAOSwfsNfCK0-/$_27.JPG,https://i.ebayimg.com/00/s/Mzc5WDgwMA==/z/VcsAAOSwa9hfCK0t/$_2.JPG,https://i.ebayimg.com/00/s/Mzc5WDgwMA==/z/HB4AAOSwW4hfCK0w/$_2.JPG
,"
                            LARGE, BRIGHT 1 OR 2 BEDROOM NEAR YONGE EGLINTON W/CENTRAL AC
                        ",", Toronto M4P1R6 ON, Canada",Apartment,1725,1,1,43.7091634,-79.3914291,0,1,1,1,1,0,0,850,0,1,94,89,56,https://i.ebayimg.com/00/s/NTI0WDgwMA==/z/tBYAAOSwCIdfCKeN/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/WvIAAOSwENFfCKeR/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/PF8AAOSwb6hfCKeT/$_2.JPG
,"
                            Parkside Place - Bachelor Apartment for Rent
                        ","55 Triller Avenue, Toronto, ON, M6R 2H6",Apartment,1418,1,1,43.6399616,-79.4437099,0,1,1,1,1,0,0,419,0,0,86,79,60,https://i.ebayimg.com/00/s/MTYwMFg3NjI=/z/BF4AAOSweWde4W5n/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/5oUAAOSwjDJe4W5l/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/ePkAAOSwIOxe4W5l/$_2.JPG
,"
                            Renovated one bedroom, Bathurst and St Clair West
                        ","1510 Bathurst Street, Toronto, ON, M5P 3H3",Apartment,2100,1,1,43.6845369,-79.4192347,0,1,1,1,0,0,0,600,0,1,89,85,61,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/uOQAAOSwrHNe4XN2/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/swAAAOSwnAJe4XN-/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/umoAAOSwcwRe4XN-/$_2.JPG
,"
                            LARGE BACHELOR W/CENTRAL AC NEAR YONGE AND EGLINTON
                        ",", M4P1R6, Toronto, ON",Apartment,1500,1,1,43.7091634,-79.3914291,0,1,1,1,1,0,0,450,0,1,94,89,56,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/SK4AAOSwyKBfCKMJ/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/TosAAOSwspxfCKMQ/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/jkAAAOSwhMdfCKMN/$_2.JPG
,"
                            Renovated one bedroom St Clair West and Christie
                        ","143-145 Arlington Avenue, Toronto, ON, M6C 2Z3",Apartment,1900,1,1,43.681852,-79.429,0,1,1,1,0,0,0,580,0,1,87,83,82,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/hvIAAOSw5r9fCE7z/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/hL4AAOSwsUZfCE75/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/0VIAAOSw1ixfCE76/$_2.JPG
,"
                            Spacious & Bright Luxury Studio Suite! Great Size!
                        ","310 & 320 Tweedsmuir Ave, Toronto, ON, M5P 2Y2",Apartment,2220,1,1,43.6858938,-79.4145591,0,1,1,1,0,0,1,572,0,1,84,85,56,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/RKIAAOSwv2JfCGOa/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/aUQAAOSw1H1fCGOa/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/L-QAAOSwsbtfCGOf/$_2.JPG
,"
                            Apartment rental
                        ","2647 Keele St, North York, ON M6L 2P3, Canada",Apartment,1475,1,1,43.7218625,-79.4806491,0,1,1,1,0,1,0,600,0,1,56,67,47,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/OCIAAOSwkAReCnwm/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/cdAAAOSwn1JeCnxX/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/vfoAAOSwwUJeCnx5/$_2.JPG
,"
                            Bsmt Studio in Junction Triangle - Walk to Subway / UP / Shops
                        ",", M6P3W1, Toronto, ON, Canada",Basement,1300,1,1,43.6581606,-79.4484133,1,1,1,1,0,1,0,550,0,1,92,98,94,https://i.ebayimg.com/00/s/Mzc1WDUwMA==/z/VjwAAOSwDstfCJsT/$_27.JPG,https://i.ebayimg.com/00/s/Mzc1WDUwMA==/z/Zd0AAOSwew9fCJsX/$_2.JPG,https://i.ebayimg.com/00/s/Mzc1WDUwMA==/z/Q2YAAOSwi0BfCJsb/$_2.JPG
,"
                            Large one bedroom with home office 
                        ","M4Y1L5, Canada",Apartment,2300,1,1,43.667293,-79.3834238,1,1,1,1,1,1,0,850,1,1,98,91,75,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/mi8AAOSwneZfCJ6M/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/BggAAOSwv1JfCJ6N/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/j8kAAOSwL1ZfCJ6O/$_2.JPG
,"
                            BRAND NEW STUDIO FOR RENT KING AND BLUE
                        ","355 King St W, Toronto, ON M5V 1J6, Canada",Condo,1690,1,1,43.6460089,-79.3919615,0,1,1,1,1,1,1,499,0,1,98,10,95,https://i.ebayimg.com/00/s/NzgyWDYzOA==/z/8mYAAOSwTo1e0FGP/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/mfwAAOSwGIlfCKrS/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/~JgAAOSwaKFfCKoh/$_2.JPG
,"
                            Basement apartment near Fairview Mall 
                        ","m2j, Canada",Basement,1100,1,1,43.7785175,-79.3465557,1,1,1,1,1,0,0,700,0,1,78,80,61,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/ZhcAAOSwew9fCJtg/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/XMkAAOSwJs5fCJth/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/rpIAAOSwl3tfCJti/$_2.JPG
,"
                            ForestHill Furnished Bachelor For Sublease - Ave. & St. Clair
                        ","Warren Rd, Toronto, ON M4V, Canada",Apartment,1450,1,1,43.6853812,-79.4067963,0,1,1,1,1,0,0,400,1,1,72,84,62,https://i.ebayimg.com/00/s/Mzg5WDgwMA==/z/94wAAOSwvdBfCJlc/$_27.JPG,https://i.ebayimg.com/00/s/Mzg5WDgwMA==/z/2agAAOSwuidfCJlR/$_2.JPG,https://i.ebayimg.com/00/s/Mzg5WDgwMA==/z/SjUAAOSwGrVfCJlU/$_2.JPG
,"
                            Renting 1 Bedroom Basement w/ Separate Entrance - Available now
                        ","55 Lynnhaven road, M6A 2K7, North York, ON",Basement,1250,1,1,43.7213058,-79.4395997,1,1,1,1,1,0,0,500,0,1,39,83,57,https://i.ebayimg.com/00/s/NjM3WDYwNw==/z/4gcAAOSwE-JfCJdU/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/~KUAAOSwr0RfCJd5/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/zUwAAOSwwuNfCJd8/$_2.JPG
,"
                            New Mainfloor Apt for Aug 1st
                        ",", Toronto M6E 4P5 ON, Canada",Apartment,1695,1,1,43.6795714,-79.4554459,1,1,1,1,1,0,0,600,0,1,67,75,73,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/sWoAAOSwye9fCJW1/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/D4EAAOSweH1fCJW9/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/-nMAAOSwG7FfCJXI/$_2.JPG
,"
                            BACHELOR all inclusive close to CASA LOMA
                        ",", Toronto M6G3C7 ON, Canada",Apartment,1500,1,1,43.6752576,-79.4226516,1,1,1,1,0,0,0,350,0,1,78,76,88,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/WvAAAOSwZgJfCJS2/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/C8YAAOSwogVfCJTR/$_2.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/tE0AAOSwmwtfCJTL/$_2.JPG
,"
                            45 Balliol Street - Jr. 1 Bedroom Apartment for Rent
                        ","45 Balliol Street, Toronto, ON, M4S 1C3",Apartment,1750,1,1,43.6973806,-79.3949306,0,1,1,0,1,0,0,490,0,0,89,80,56,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/mcwAAOSw90le4Wqo/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Ry4AAOSwqmxe4Wqi/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/~qkAAOSwVVBe4Wqi/$_2.JPG
,"
                            45 Balliol Street - Renovated JR 1 Bedroom Apartment for Rent
                        ","45 Balliol Street, Toronto, ON, M4S 1C3",Apartment,1850,1,1,43.6973806,-79.3949306,0,1,1,0,0,0,0,490,0,0,89,80,56,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/7FgAAOSwwcpe4Wqf/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/OY8AAOSwppde4Wqf/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/0bgAAOSwCTZe4Wqg/$_2.JPG
,"
                            45 Balliol Street - Jr. 1 Bedroom Apartment for Rent
                        ","45 Balliol Street, Toronto, ON, M4S 1C3",Apartment,1725,1,1,43.6973806,-79.3949306,0,1,1,0,0,0,0,490,0,0,89,80,56,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/c3wAAOSwNK5e4Wqk/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/qr8AAOSwZ-Ve4Wqk/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/nqwAAOSwkwte4Wqk/$_2.JPG
,"
                            77 Davisville Avenue - Renovated JR 1 Bedroom Apartment for Rent
                        ","77 Davisville Avenue, Toronto, ON, M4S 1G4",Apartment,1895,1,1,43.6984455,-79.393681,0,1,1,0,0,0,0,547,0,0,86,80,54,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/-KIAAOSwpq9e4WqZ/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/2XEAAOSwvqde4WqS/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/gIcAAOSwISJe4Wqb/$_2.JPG
,"
                            77 Davisville Avenue - 1 Bed 1 Bath Apartment for Rent
                        ","77 Davisville Avenue, Toronto, ON, M4S 1G4",Apartment,1795,1,1,43.6984455,-79.393681,0,1,1,0,0,0,0,547,0,0,86,80,54,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Ng0AAOSwvCRe4Wqb/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/r4kAAOSwUjJe4Wqb/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/tH4AAOSwyPRe4Wqa/$_2.JPG
,"
                            225 Davisville Avenue -  Renovated Studio Apartment for Rent
                        ","225 Davisville Avenue, Toronto, ON, M4S 1G9",Apartment,1685,1,1,43.6995814,-79.3881372,0,1,1,0,0,0,0,485,0,0,82,81,69,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/0DwAAOSw2PVe4WqW/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/JNIAAOSwZgBe4WqW/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/INMAAOSwcp9e4WqS/$_2.JPG
,"
                            Bridge - 1 Bedroom Apartment for Rent
                        ","38 Joe Shuster Way, Toronto, ON, M6K 0A5",Apartment,2050,1,1,43.6405288,-79.4244112,0,1,1,1,1,0,1,500,0,1,89,90,85,https://i.ebayimg.com/00/s/MjAwWDMwMA==/z/zvUAAOSwoAFe4WeA/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/EVcAAOSwPMle4WeA/$_2.JPG,https://i.ebayimg.com/00/s/MjAwWDMwMA==/z/RgIAAOSwUKZe4WeA/$_2.JPG
,"
                            PET FRIENDLY RENTAL LIVING 1 BED WITH LARGE TERRANCE
                        ","15 Roehampton Avenue, Toronto, ON, M4P 0C2",Apartment,1804,1,1,43.7080608,-79.3978618,0,1,0,1,1,0,1,441,0,1,97,91,71,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/3YAAAOSwFYle4WaU/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/DEIAAOSwSRVe4WaX/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/JQwAAOSwKrte4WaR/$_2.JPG
,"
                            Kingsway Village Square - One Bedroom +Den Apartment for Rent
                        ","571  Prince Edward Dr N, Toronto, ON, M8X 0A1",Apartment,2450,1,1,43.6602184,-79.5100634,0,0,0,1,1,0,1,714,0,1,55,56,75,https://i.ebayimg.com/00/s/NzY4WDE1MzY=/z/vTMAAOSwriZe4WXL/$_27.JPG,https://i.ebayimg.com/00/s/Mzk5WDg0NA==/z/JaEAAOSw~n9e4WXH/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/8V0AAOSwcv9e4WXI/$_2.JPG
,"
                            One Bedroom For Rent at Altair - 15 Martha Eaton Way
                        ","15 Martha Eaton Way, North York, ON, M6M 5B5",Apartment,1575,1,1,43.6966037,-79.4884482,0,0,0,0,0,0,0,577,0,1,33,72,37,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/lwwAAOSwXeJe4WUF/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/cQ0AAOSwLNBe4WUG/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/u7oAAOSw8lte4WUG/$_2.JPG
,"
                            1 bedroom - West End near High Park
                        ",", Toronto M6K 3B6 ON, Canada",Apartment,2000,1,1,43.6382569,-79.4417318,1,1,1,1,1,0,0,650,0,0,83,80,54,,,
,"
                            Bachelor Studio Apt at Downtown Toronto Available
                        ","Isabella St, Toronto, ON, Canada",Apartment,1270,1,1,43.6686313,-79.3806763,1,1,1,1,0,0,0,320,0,1,96,90,75,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/y1kAAOSwKG1fCHgI/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/ZWgAAOSwhMdfCHgV/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/bC0AAOSwci5fCHgg/$_2.JPG
,"
                            CUTE STUDIO BASEMENT DOWNTOWN. All Inclusive! Walk to Ryerson
                        ","254 Gerrard St E, Toronto, ON M5A 2G2, Canada",Basement,1190,1,1,43.6620826,-79.3692481,1,1,1,0,0,0,0,350,0,0,92,88,10,https://i.ebayimg.com/00/s/NDkwWDY1Mw==/z/URkAAOSwMUVfCHf6/$_27.JPG,https://i.ebayimg.com/00/s/NDkwWDY1Mw==/z/rgYAAOSwqLBfCHf4/$_2.JPG,https://i.ebayimg.com/00/s/NDkwWDY1Mw==/z/WM4AAOSw0jJfCHf0/$_2.JPG
,"
                            Apartment for rent - Yonge Eglinton - one bedroom basement
                        ","Lola road, m5p1e4, toronto, ON",Apartment,1550,1,1,43.7015958,-79.398244,1,1,1,1,1,0,0,600,0,1,94,91,59,https://i.ebayimg.com/00/s/ODAwWDU5OA==/z/5BUAAOSwdrhfCHZO/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OA==/z/x8IAAOSwWXBfCHZI/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OA==/z/Fp4AAOSwyKBfCHZL/$_2.JPG
,"
                            Basement! Basement!! Basement!!!
                        ","Stonecrop Ln, Etobicoke, ON M9V 3T8, Canada",Basement,800,1,1,43.7302606,-79.5912587,0,1,0,1,0,1,0,120,0,1,47,74,70,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/q-sAAOSwPlJfCHbP/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/6FkAAOSweblfCHbS/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/HyIAAOSwe1xfCHbW/$_2.JPG
,"
                            GET APPLICATIONS APPROVED WITH LOW CREDIT
                        ",", Milton L9T 2T2 ON, Canada",Apartment,2049,1,1,43.5201446,-79.8790333,0,1,1,1,1,1,1,708,0,1,73,40,60,,,
,"
                            Furnished 1 Bed Apartment 5 min Walk From High Park & Subway
                        ",", toronto m6p2s3 ON, Canada",Basement,1800,1,1,43.6590029,-79.4670486,1,1,1,1,0,1,0,807,1,0,71,87,81,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Yr8AAOSwhMdfCHXb/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/TCcAAOSwTsRfCHXf/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/0dUAAOSwkeJfCHXj/$_2.JPG
,"
                            APPROVING GREAT RENTERS WITH LOW CREDIT
                        ",", East York M4G 1N9 ON, Canada",Apartment,2068,1,1,43.703301,-79.3667954,0,1,1,1,1,1,1,701,0,1,85,69,77,,,
,"
                            Basement Apartment in Etobicoke 
                        ","M9B 2R2, Canada",Basement,1600,1,1.5,43.6584044,-79.56649,1,1,1,1,1,1,0,710,0,1,23,49,58,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/NpAAAOSwk6RfCHUv/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/PmUAAOSwQyBfCHUw/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/W0MAAOSwPY5fCHUx/$_2.JPG
,"
                            Etobicoke - Between Kipling and Bloor - 1 Bedroom
                        ","7 Summerland Terrace, Etobicoke, ON, M9A 0B6",Apartment,1950,1,1,43.6435388,-79.531935,0,1,0,1,0,0,1,581,0,1,74,97,52,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/4jgAAOSwhAde4XBF/$_27.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/ab8AAOSw8Rte4XBF/$_2.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/~V4AAOSwWVxe4XBF/$_2.JPG
