title,ad_url,address,unit_type,Price,Bedrooms,Bathrooms,Lat,Lon,Hydro Inc.,Heat Inc.,Water Inc.,Laundry Inc.,Yard Inc.,Parking Inc.,Gym Inc.,SQFT,Furnished,Air Conditioning,Walk Score,Transit Score,Bike Score,img_1,"img_2""",img_3
"
                            **viewing Monday July 13** queen east bsmt apt
                        ",#N/A,", TORONTO m5a3j8 ON, Canada",Apartment,1195,1,1,43.6574392,-79.358964,1,1,1,1,1,0,0,725,0,0,82,89,99,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/dLQAAOSw0ERfCiDC/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/6l0AAOSwfdhfCiDF/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/2ekAAOSwhjBfCiDI/$_2.JPG
"
                            Apartment for rent-High Park Area
                        ",#N/A,"137 Annette St, Toronto, ON M6P 1N9, Canada",Apartment,1500,1,1,43.6634445,-79.4657741,0,1,1,1,1,1,0,600,0,0,91,82,64,https://i.ebayimg.com/00/s/NTM1WDgwMA==/z/fUwAAOSwcKJfCh8r/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/uPAAAOSwci5fCh9r/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Y2wAAOSwF41fCh~~/$_2.JPG
"
                            Bright 1Bdrm w/utilities NewKitchen HardwoodFl@Wilson Subway Stn
                        ",#N/A,", north york m3h1v5 ON, Canada",House,1650,1,1,43.7363646,-79.4480616,1,1,1,1,0,0,0,550,0,1,41,88,52,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/HjUAAOSwBmlfCh3-/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/wusAAOSwPfxfCh4G/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/19wAAOSw-VtfCh4O/$_2.JPG
"
                            Apartment Dufferin Subway
                        ",#N/A,"18 Russett Ave, M6H3M3, Toronto, ON",Apartment,1600,1,1,43.6603426,-79.4370061,1,1,1,1,0,0,0,800,0,1,90,89,79,https://i.ebayimg.com/00/s/NTIxWDgwMA==/z/s~wAAOSwcLhfChym/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQzMA==/z/yXAAAOSwEhJfChy0/$_2.JPG,https://i.ebayimg.com/00/s/NTQ1WDgwMA==/z/s-oAAOSwtV5fChzM/$_2.JPG
"
                            Apartment Dufferin Subway
                        ",#N/A,"18 Russett Ave, M6H3M3, Toronto, ON",Apartment,1600,1,1,43.6603426,-79.4370061,1,1,1,1,0,0,0,800,0,1,90,89,79,https://i.ebayimg.com/00/s/NTIxWDgwMA==/z/s~wAAOSwcLhfChym/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQzMA==/z/yXAAAOSwEhJfChy0/$_2.JPG,https://i.ebayimg.com/00/s/NTQ1WDgwMA==/z/s-oAAOSwtV5fChzM/$_2.JPG
"
                            1  BEDROOM BASEMENT APARTMENT FOR RENT BROWNS LINE & EVANS $1300
                        ",#N/A,"503 Brown's Line, Etobicoke, ON M8W 3V1, Canada",Apartment,1300,1,1,43.6033251,-79.5455261,0,0,0,1,1,0,0,750,0,1,66,58,59,https://i.ebayimg.com/00/s/NDQ4WDgwMA==/z/6BoAAOSwBktfCho2/$_27.JPG,https://i.ebayimg.com/00/s/NDE3WDgwMA==/z/hGcAAOSwvWVfCho5/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/5eoAAOSwSJpfCho0/$_2.JPG
"
                            $1400 **RENOVATED** BASEMENT APARTMENT FOR RENT - EAST YORK
                        ",#N/A,", Toronto M4J3S4 ON, Canada",Basement,1400,1,1,43.697072,-79.3462036,1,1,1,1,0,0,0,500,1,0,55,70,76,https://i.ebayimg.com/00/s/MTg3WDY0MA==/z/qG0AAOSwdapfChoy/$_27.JPG,https://i.ebayimg.com/00/s/MjMzWDY0MA==/z/M4YAAOSwZQ1fCho0/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/4fAAAOSwFnVfCho1/$_2.JPG
"
                            153 St George - Studio Apartment for Rent
                        ",#N/A,"153 St. George Street, Toronto, ON, M5R 2L9",Apartment,1650,1,1,43.6695853,-79.4002032,0,1,1,1,0,0,0,500,0,0,90,99,10,https://i.ebayimg.com/00/s/NjcwWDEyMTA=/z/YfEAAOSwxOJfChjh/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTU=/z/7l0AAOSwKtdfChjh/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTU=/z/HT0AAOSwJBFfChjh/$_2.JPG
"
                            Renovated bachelor suite, Kingston and Warden, Birch Cliff
                        ",#N/A,"1420 Kingston Road, Scarborough, ON, M1N 1R3",Apartment,1375,1,1,43.6874687,-79.2720347,0,1,1,1,0,0,0,350,0,0,43,67,71,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/ZfsAAOSweLZe4XPK/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/tggAAOSwUIhe4XPR/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/ds4AAOSwc59e4XPJ/$_2.JPG
"
                            Renovated bachelor suite, Kingston and Warden, Birch Cliff
                        ",#N/A,"1420 Kingston Road, Scarborough, ON, M1N 1R3",Apartment,1375,1,1,43.6874687,-79.2720347,0,1,1,1,0,0,0,273,0,0,43,67,71,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/zNUAAOSwH9he4XPP/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/4uwAAOSwoeVe4XPJ/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/JggAAOSwPq1e4XPJ/$_2.JPG
"
                            Fashion District -1 bedroom + den
                        ",#N/A,"50 Portland St, Toronto, ON, M5V 2M7",Apartment,2375,1,1,43.6432618,-79.3998572,0,1,1,1,0,0,1,625,0,1,97,10,66,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/KrsAAOSwG7FfCMkh/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjgw/z/pZMAAOSwSmxfCMkn/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/PUMAAOSwogVfCMkh/$_2.JPG
"
                            King West-1 bedroom, brand new!!
                        ",#N/A,"50 Portland St, Toronto, ON, M5V 2M7",Apartment,1995,1,1,43.6432618,-79.3998572,0,1,1,1,0,0,1,487,0,1,97,10,66,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/FukAAOSwxahe4-Ag/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/gVoAAOSwJp5e4-Ag/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/EcUAAOSwvhte4-Ag/$_2.JPG
"
                            Bretton Place - Studio Apartment for Rent
                        ",#N/A,"44 Jackes Avenue, Toronto, ON, M4T 1G4",Apartment,1400,1,1,43.685763,-79.391121,0,1,1,1,0,0,1,402,0,0,83,84,49,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/PlMAAOSwQhNfChPu/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/T6AAAOSw-dhfChPu/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/gicAAOSwI1xfChPu/$_2.JPG
"
                            1BR Apartment Bright Lower Unit in Townhouse Condo near Junction
                        ",#N/A,", Toronto M6N5G3 ON, Canada",Apartment,1800,1,1,43.6721266,-79.4550943,0,0,1,1,1,1,0,550,0,1,79,77,80,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/t6YAAOSwD2tfChVg/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/SLEAAOSwLClfChVi/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/VAAAAOSw1ixfChVt/$_2.JPG
"
                            Waterclub Condo in Downtown Toronto with Lake View
                        ",#N/A,", Toronto  M5J 2Y5 ON, Canada",Condo,1999,1,1,43.6400247,-79.3812245,0,0,0,1,1,0,1,555,0,1,85,10,83,https://i.ebayimg.com/00/s/MzkyWDcxOA==/z/HNYAAOSwBQVfCbEp/$_27.JPG,https://i.ebayimg.com/00/s/NTIwWDcyOQ==/z/gh4AAOSwrD1fCbEr/$_2.JPG,https://i.ebayimg.com/00/s/NDc3WDcyNQ==/z/e64AAOSwGIxfCbEt/$_2.JPG
"
                            1br bsmt available aug 1, bus stop outside home- vic/ellesmere
                        ",#N/A,"M1R 1V2, Canada",Basement,1100,1,1,43.7525225,-79.3139869,0,1,0,1,1,0,0,250,1,1,64,64,50,https://i.ebayimg.com/00/s/MzE1WDQ3NA==/z/iGUAAOSwa0xfCg3T/$_27.JPG,https://i.ebayimg.com/00/s/MzE1WDQ3NA==/z/mZwAAOSwZutfCg3U/$_2.JPG,https://i.ebayimg.com/00/s/MzE1WDQ3NA==/z/bskAAOSwDH1fCg3U/$_2.JPG
"
                            1 bedroom basement
                        ",#N/A,"11 Auburn Ave, Toronto, ON M6H 2L6, Canada",Basement,1450,1,1,43.6751648,-79.4428877,1,1,1,1,1,0,0,790,0,0,81,79,74,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/kvkAAOSwLQ5fCdqt/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/E9gAAOSwe1xfCdq1/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/AM8AAOSwpbxfCdq-/$_2.JPG
"
                            Waterclub Condo in downtown Toronto with Lake view
                        ",#N/A,", Toronto M5J 2Y5 ON, Canada",Condo,1999,1,1,43.6400247,-79.3812245,0,0,0,1,1,0,1,555,0,1,85,10,83,https://i.ebayimg.com/00/s/MzkyWDcxOA==/z/HDQAAOSwpVxfCKBj/$_27.JPG,https://i.ebayimg.com/00/s/NTIwWDcyOQ==/z/xmgAAOSwWzxfCKBl/$_2.JPG,https://i.ebayimg.com/00/s/NDc3WDcyNQ==/z/jWYAAOSwmnFfCKBo/$_2.JPG
"
                            1 Bedroom Apt with separate walkout, Utilities included $950
                        ",#N/A,", m9l2c3, North york, ON",Apartment,950,1,1,43.7539426,-79.561222,1,1,1,0,1,1,0,650,0,1,46,63,50,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/GK8AAOSwuNVfCfLA/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/WZAAAOSwCNNfCfLS/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/nPsAAOSwutFfCfLk/$_2.JPG
"
                            Renovated Basement Apartment Scarborough
                        ",#N/A,", Scarborough M1T1Y5 ON, Canada",Basement,1350,1,1,43.7759497,-79.3020128,1,1,1,1,0,1,0,350,0,1,58,61,45,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/y9UAAOSwdzdfCgu6/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/vtIAAOSwI5tfCgu2/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/hSsAAOSw4rxfCgu9/$_2.JPG
"
                            Midtown 2nd Floor Bright 1 Bedroom Apartment
                        ",#N/A,"298 Eglinton Ave W, Toronto, ON M4R 1B2, Canada",Apartment,1400,1,1,43.7049299,-79.4080723,0,0,1,1,1,0,0,600,0,1,88,86,63,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ROgAAOSwYz5fCgj-/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/kHEAAOSwEWVfCgkB/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/SqAAAOSwY01fCgpN/$_2.JPG
"
                            RENOVATED BACHELOR ALL INCLUSIVE - St. Clair & Keele
                        ",#N/A,", Toronto M6N2Z5 ON",Apartment,1480,1,1,43.6729786,-79.4610716,1,1,1,1,0,0,0,300,0,1,85,77,78,https://i.ebayimg.com/00/s/ODAwWDM4OA==/z/W48AAOSw3LxfB2r0/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDM4OA==/z/ynwAAOSwl2pfB2sb/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDM4OA==/z/1LwAAOSwmwtfB2su/$_2.JPG
"
                            LEGAL BASEMENT APT W/PRKG (SCARLETT&ST.CLAIR)  $1300 (FLEX DATE)
                        ",#N/A,"Edinborough Ct, York, ON M6N 2E9, Canada",Basement,1300,1,1,43.672579,-79.5028274,0,1,1,1,0,1,0,700,0,1,30,62,48,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/mX0AAOSwx5pfCgJ~/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/wKgAAOSwbu1fCgJm/$_2.JPG,https://i.ebayimg.com/00/s/NDc4WDY0MA==/z/AKkAAOSwOMBfCgJf/$_2.JPG
"
                            Liberty Village Townhome - RENTAL
                        ",#N/A,"701-42 Western Battery Rd, Toronto, ON M6K 3P1, Canada",Condo,2300,1,1,43.6396638,-79.4134616,1,1,1,1,1,1,0,600,0,1,87,92,95,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/xjcAAOSwYkVfCgDD/$_27.JPG,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/pvMAAOSwQiJfCgDL/$_2.JPG,https://i.ebayimg.com/00/s/MjEyWDMxOQ==/z/JmUAAOSw6YNfCgDQ/$_2.JPG
"
                            Brand New BACHELOR Apartment Will Be Available Sep 1st, 2020
                        ",#N/A,"195 Oakridge Dr, Scarborough, ON M1M 2B2, Canada",Apartment,1588,1,1,43.7327459,-79.2304724,1,1,1,1,1,1,0,900,1,1,55,67,60,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/xUEAAOSwRc9fCf6-/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/0AUAAOSwtEBfCf7F/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/8mwAAOSwXsJfCf7O/$_2.JPG
"
                            Parkside Place - Bachelor Apartment for Rent
                        ",#N/A,"55 Triller Avenue, Toronto, ON, M6R 2H6",Apartment,1418,1,1,43.6399616,-79.4437099,0,1,1,1,1,0,0,419,0,0,86,79,60,https://i.ebayimg.com/00/s/MTYwMFg3NjI=/z/BF4AAOSweWde4W5n/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/5oUAAOSwjDJe4W5l/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/ePkAAOSwIOxe4W5l/$_2.JPG
"
                            Clean and cozy one bedroom basement apartment - Golden Triangle
                        ",#N/A,"26 Elmsdale Rd, East York, ON M4J 3M4, Canada",Apartment,1150,1,1,43.6952915,-79.3446965,1,1,1,1,0,0,0,500,0,0,59,70,81,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/-sAAAOSws8dfCcJA/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/xmoAAOSwzlFfCcI7/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ARUAAOSw7jtfCcJZ/$_2.JPG
"
                            one bedroom basement apartment for rent
                        ",#N/A,"205 Glendora Ave, North York, ON M2N 2W6, Canada",Apartment,1400,1,1,43.7617768,-79.3969927,0,0,0,1,0,1,0,750,0,1,53,67,44,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/xXcAAOSwcNpfCbuV/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/wREAAOSwwTtfCbut/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/J3MAAOSwjZ9fCbvl/$_2.JPG
"
                            Apartment for rent-High Park Area
                        ",#N/A,"137 Annette St, Toronto, ON M6P 1N9, Canada",Apartment,1500,1,1,43.6634445,-79.4657741,0,1,1,1,1,1,0,600,0,0,91,82,64,https://i.ebayimg.com/00/s/NTM1WDgwMA==/z/fUwAAOSwcKJfCh8r/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/uPAAAOSwci5fCh9r/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Y2wAAOSwF41fCh~~/$_2.JPG
"
                            downtown Luxury apartment for rent
                        ",#N/A,"15 Fort York Blvd, Toronto, ON M5V 3Y4, Canada",Apartment,1850,1,1,43.6401362,-79.39389,0,1,1,1,1,0,1,100,0,1,85,97,75,https://i.ebayimg.com/00/s/NTEwWDgwMA==/z/ZhoAAOSwq5ZfCezn/$_27.JPG,https://i.ebayimg.com/00/s/NTE5WDgwMA==/z/zt0AAOSw-l1fCezp/$_2.JPG,https://i.ebayimg.com/00/s/NTE5WDgwMA==/z/3wYAAOSwJqFfCezs/$_2.JPG
"
                            Apartment Dufferin Subway
                        ",#N/A,"18 Russett Ave, M6H3M3, Toronto, ON",Apartment,1600,1,1,43.6603426,-79.4370061,1,1,1,1,0,0,0,800,0,1,90,89,79,https://i.ebayimg.com/00/s/NTIxWDgwMA==/z/s~wAAOSwcLhfChym/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQzMA==/z/yXAAAOSwEhJfChy0/$_2.JPG,https://i.ebayimg.com/00/s/NTQ1WDgwMA==/z/s-oAAOSwtV5fChzM/$_2.JPG
"
                            Bachelor's Apartment Kensington Market, Downtown
                        ",#N/A,"St Andrew St, Toronto, ON M5T 1K6, Canada",Apartment,1400,1,1,43.6544083,-79.398523,1,1,1,0,1,0,0,450,0,1,99,94,73,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/sNoAAOSwV8lfCeti/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OQ==/z/A-YAAOSwbX1fCetL/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OQ==/z/4RQAAOSwg-1fCetZ/$_2.JPG
"
                            downtown bachelor apartment 565 sherbourne st
                        ",#N/A,"565 Sherbourne St, Toronto, ON M4X 1W7, Canada",Apartment,1468,1,1,43.6701586,-79.3756379,0,1,1,1,1,1,1,700,0,0,90,89,99,https://i.ebayimg.com/00/s/Njk0WDgwMA==/z/TNkAAOSwHeRfBhpY/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/6V4AAOSwD7hfBhpb/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/2yYAAOSwm91fBhpf/$_2.JPG
"
                            GET AN APARTMENT WITH LOW CREDIT
                        ",#N/A,", York M6E 2Z5 ON, Canada",Apartment,2029,1,1,43.6950723,-79.4476221,0,1,1,1,1,1,1,716,0,1,78,80,70,,,
"
                            1 BEDROOM APARTMENT FOR RENT AT WESTON AND LAWRENCE
                        ",#N/A,"80 Clouston Ave, York, ON M9N 1A7, Canada",Apartment,1400,1,1,43.6945313,-79.5084811,1,1,1,0,0,0,0,465,0,1,49,78,58,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/fJkAAOSwQyBfB4eJ/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/-84AAOSwV85fB4eO/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/lqYAAOSwHslfB4fQ/$_2.JPG
"
                            1 bedroom apartment in west end
                        ",#N/A,"88 Clairton cres, M6n2m6, Toronto, ON",Apartment,1400,1,1,43.6755925,-79.503784,0,1,1,1,1,1,0,11111,0,1,26,59,48,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CVYAAOSwGQNfCF12/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/L5UAAOSwIVNfCF2H/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/OU0AAOSwUtFfCF2V/$_2.JPG
"
                            165 Bathurst - 0 Bedroom, 1 Bathroom for Rent
                        ",#N/A,"165 Bathurst Street, Toronto, ON, M5V 3C2",Apartment,1859,1,1,43.6464884,-79.4037141,1,1,1,1,0,0,0,450,0,0,98,96,99,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/0BsAAOSwXbhe9ze9/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/VdAAAOSwJp1e9ze-/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/C-gAAOSwEQ5e9ze8/$_2.JPG
"
                            157 & 165 Jameson Avenue - 0 Bedroom, 1 Bathroom for Rent
                        ",#N/A,"157 Jameson Avenue, Toronto, ON, M6K 2Y4",Apartment,1539,1,1,43.63767,-79.43575,0,1,1,1,0,0,0,372,0,0,87,84,84,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/y-UAAOSwUg5e~H3y/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/jL8AAOSwAX9e~H3z/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/2bwAAOSw8Xpe~H3w/$_2.JPG
"
                            157 & 165 Jameson Avenue - 1 Bedroom, 1 Bathroom for Rent
                        ",#N/A,"157 Jameson Avenue, Toronto, ON, M6K 2Y4",Apartment,1749,1,1,43.63767,-79.43575,0,1,1,1,0,0,0,741,0,0,87,84,84,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/XagAAOSwV3Je~H30/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/R~AAAOSwavZe~H31/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/tK0AAOSwd4pe~H3w/$_2.JPG
"
                            1 Bedroom - 1 bathroom - Pet Friendly - Davisville
                        ",#N/A,"125 Lawton Blvd, Toronto, ON, M4V 2A1",Apartment,1985,1,1,43.6944803,-79.3967948,0,1,1,0,0,0,0,606,0,0,86,83,51,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/rwEAAOSwpLle9zki/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/nSsAAOSwx09e9zko/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/visAAOSwMMxe9zki/$_2.JPG
"
                            1 Bedroom Apartment - East York - Renovated - Amazing Views!
                        ",#N/A,"100 Gowan Avenue, Toronto, ON, M4K 2E2",Apartment,1749,1,1,43.6880023,-79.3507422,0,1,1,1,1,0,0,466,0,0,77,69,60,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/10cAAOSwdD9e9zeU/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/~5MAAOSwtVde9zeV/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/MSAAAOSwADZe9zeV/$_2.JPG
"
                            Bachelor Apartment - East York - Renovated - Amazing Views!
                        ",#N/A,"100 Gowan Avenue, Toronto, ON, M4K 2E2",Apartment,1559,1,1,43.6880023,-79.3507422,0,1,1,1,1,0,0,393,0,0,77,69,60,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/VLoAAOSwFpBe4WAs/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/3a8AAOSwb7te4WAs/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/1rcAAOSw5Bde4WAs/$_2.JPG
"
                            Bright Big Bachelor Apt (Sheppard & Bathurst)
                        ",#N/A,"Sheppard Ave W, North York, ON M3H 2S5, Canada",Apartment,1100,1,1,43.7548218,-79.4425267,1,1,1,1,0,0,0,280,0,1,52,59,54,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Mr8AAOSwkylfCcjj/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/XRYAAOSwmHRfCcjp/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/RfYAAOSwkc5fCcju/$_2.JPG
"
                            ***GREAT DEAL! BEAUTIFUL & BRIGHT 1 BDR-AVAILABLE JULY 15TH***
                        ",#N/A,", M6H 3H1, Toronto, ON",Apartment,1295,1,1,43.6754635,-79.4399734,1,1,1,1,1,0,0,500,0,0,84,79,79,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/820AAOSw2SNfCcbn/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/s1QAAOSw2aFfCcb1/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/EDYAAOSwJBVfCccA/$_2.JPG
"
                            Clean and cozy one bedroom basement apartment - Golden Triangle
                        ",#N/A,"26 Elmsdale Rd, East York, ON M4J 3M4, Canada",Apartment,1150,1,1,43.6952915,-79.3446965,1,1,1,1,0,0,0,500,0,0,59,70,81,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/-sAAAOSws8dfCcJA/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/xmoAAOSwzlFfCcI7/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ARUAAOSw7jtfCcJZ/$_2.JPG
"
                            One Bedroom apartment Jarvis and Gerrard
                        ",#N/A,"368 George St, Toronto, ON M5A 2N3, Canada",Apartment,1590,1,1,43.6597683,-79.3746736,1,1,1,1,0,0,0,550,0,0,93,92,99,https://i.ebayimg.com/00/s/ODAwWDU5OA==/z/FaQAAOSwCqJfCb2g/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/g9kAAOSwiYJfCb33/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/FRoAAOSwDzlfCb4x/$_2.JPG
"
                            one bedroom basement apartment for rent
                        ",#N/A,"205 Glendora Ave, North York, ON M2N 2W6, Canada",Apartment,1400,1,1,43.7617768,-79.3969927,0,0,0,1,0,1,0,750,0,1,53,67,44,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/xXcAAOSwcNpfCbuV/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/wREAAOSwwTtfCbut/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/J3MAAOSwjZ9fCbvl/$_2.JPG
"
                            SEE SUN. 12-2pm, 230 Cosburn, 416 677-2151, Parking, Laundry
                        ",#N/A,"230 Cosburn Ave, East York, ON M4J 2M1, Canada",Apartment,1495,1,1,43.6907249,-79.3436954,1,1,1,1,1,1,0,1000,0,0,70,73,59,https://i.ebayimg.com/00/s/ODAwWDM4OQ==/z/y44AAOSwr4RfCbgV/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/ChEAAOSwGQlfCbiL/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDM4OA==/z/DYkAAOSws8BfCbg-/$_2.JPG
"
                            1 BEDROOM APT IN 6 PLEX BLDG IN ALDERWOOD/LAKESHORE
                        ",#N/A,"Woodbury Rd, Etobicoke, ON M8W 1X8, Canada",Apartment,1590,1,1,43.5985101,-79.547258,0,1,1,1,1,1,0,350,1,0,62,65,58,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/GtYAAOSwpX9fCbgE/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Ek8AAOSw4j1fCbgO/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ApwAAOSwqilfCbgX/$_2.JPG
"
                            -= Available Now! Renovated 1 bedroom apartment with parking =-
                        ",#N/A,", Toronto M1K 3L4 ON, Canada",Apartment,1450,1,1,43.7250577,-79.2551582,0,1,0,1,1,1,0,800,0,0,35,84,50,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/NSUAAOSwgD9fCbe~/$_27.JPG,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/UtkAAOSwhMxfCbfD/$_2.JPG,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/Rk8AAOSw3INfCbfG/$_2.JPG
