,title,address,unit_type,price,bedrooms,bathrooms,apartment_lat,apartment_lon,hydro_included,heat_included,water_included,laundry_included,backyard_included,parking_included,gym_included,sqft,furnished,air_conditioning,walk_score,transit_score,bike_score,img_1,"img_2""",img_3
13,"
                            BEACH, FURNISHED. LARGE. 1 BR.GRD FLOOR. APART. NEAR BOARDWALK
                        ","Ashland Ave, Toronto, ON M4L 1K1, Canada",Apartment,2150,1,1,43.6684754,-79.314751,1,1,1,1,1,0,0,825,1,0,76,73,94,https://i.ebayimg.com/00/s/NDUwWDYwMA==/z/vjsAAOSw1b1fALgM/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/QqoAAOSwmbVfALpi/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/UqwAAOSwKONfALtW/$_2.JPG
14,"
                            Luxury 2-bedroom apartment (lower level)
                        ","40 Grand Ave, Etobicoke, ON M8Y 1C6, Canada",Apartment,2050,2,2,43.6225097,-79.4927962,0,0,0,1,1,1,0,"1,080",0,1,56,66,58,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Z4kAAOSwfmNfAME5/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/9bwAAOSwqOVfAME8/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/7uQAAOSwyhhfAMFI/$_2.JPG
15,"
                            2 Bedroom on 51st Floor - Bay and Adelaide
                        ","70 Temperance St, Toronto, ON M5H 0B1, Canada",Condo,2450,2,1,43.6505301,-79.3821482,0,0,0,1,1,0,1,661,0,1,98,10,90,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/El4AAOSwPJZfAMAO/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/-DkAAOSwahNfAMAZ/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/MOkAAOSwpUlfAMAf/$_2.JPG
16,"
                            Large 1Bed+Den with Parking, Utilities Included
                        ",", M6N1K8, Toronto, ON",Apartment,1890,1 + Den,1,43.670492,-79.4790013,1,1,1,1,1,1,0,800,0,0,62,78,82,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/WoEAAOSwV4RfAL2j/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/cJIAAOSwEelfAL2u/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/vLIAAOSwDHNfAL2-/$_2.JPG
17,"
                            Large Studio Apartment Parkdale For Rent
                        ","1501 King St W, Toronto, ON M6K 1J4, Canada",Apartment,1395,1,1,43.6362647,-79.4407241,1,1,1,1,0,0,0,500,0,0,81,80,54,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/kugAAOSwMLNfALyg/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/kqEAAOSwOyNfALyj/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ReMAAOSwgbdfALyn/$_2.JPG
18,"
                            One bedroom Condo+Den Penthouse walk to Yonge&Bloor Subway
                        ","8 Park Rd, Toronto, ON M4W 3S5, Canada",Apartment,2075,1 + Den,1,43.6713021,-79.3846911,1,1,1,1,1,0,1,650,0,1,10,97,80,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/J-sAAOSwxOJfALwI/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/RW0AAOSwgbdfALwN/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/8MkAAOSwiC1fALwS/$_2.JPG
19,"
                            Walk-Up Parkdale Studio Apartment
                        ","1501 King St W, Toronto, ON M6K 1J4, Canada",Apartment,1295,Bachelor/Studio,1,43.6362647,-79.4407241,1,1,1,1,0,0,0,400,0,0,81,80,54,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/8hgAAOSwxfxfALvm/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/bb4AAOSwcoFfALvp/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/nq0AAOSwPtJfALvs/$_2.JPG
20,"
                            2 bedroom Condo for Rent at 1001 Bay Street
                        ","1001 Bay St, Toronto, ON M5S 3A6, Canada",Condo,2300,1.5,1,43.6655168,-79.3870963,0,0,0,1,0,0,1,700,0,1,99,10,78,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/0t8AAOSwH9BfALcZ/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/I84AAOSwzDhfALcj/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/zUYAAOSwk6RfALct/$_2.JPG
21,"
                            For Rent: 2 bedroom Condo Unit at 1001 Bay Street
                        ","1001 Bay St, Toronto, ON M5S 3A6, Canada",Condo,2300,1 + Den,1,43.6655168,-79.3870963,0,0,0,1,0,0,1,700,0,1,99,10,78,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/kdQAAOSw6DVfALPg/$_27.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/V-8AAOSwz59fALRe/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/8zMAAOSws-dfALRf/$_2.JPG
22,"
                            2 bedroom basement apartment downtown toronto
                        ","M6J1S6, Canada",Basement,1250,2,1,43.6487828,-79.4217723,1,1,1,0,1,0,0,900,0,0,87,86,88,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/yj8AAOSw1elfALaP/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/kusAAOSwyelfALMJ/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/7ZIAAOSw2XpfALMK/$_2.JPG
23,"
                            Bachelor apt in Little Italy - SHOWING SUNDAY JULY 12th 4 to 5pm
                        ","361 Montrose Ave, Toronto, ON M6G 3G9, Canada",Basement,1075,1,1,43.6593934,-79.4192471,1,1,1,1,0,0,0,1,0,1,78,86,10,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/EIEAAOSwSU5e9PYt/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/OQoAAOSwUQBe9PYw/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/2PcAAOSwFTde9PYz/$_2.JPG
24,"
                            Brand New Basement for Rent
                        ","M9V 1E2, Canada",Basement,1800,2,1,43.7339501,-79.5531438,1,1,1,1,1,1,0,700,0,1,32,51,64,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/v30AAOSw2PtfALAY/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/4AEAAOSwAfFfALAZ/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/o5UAAOSwM0dfALAa/$_2.JPG
25,"
                            2 Bedroom at Coxwell and O' Connor
                        ","1041 Coxwell Ave, East York, ON M4C 3G4, Canada",Apartment,1950,2,1,43.6973804,-79.3291493,0,1,1,1,1,1,0,500,0,1,66,62,94,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/eGcAAOSwv2JfAK9Z/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/mfoAAOSwL8RfAK9c/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/eeoAAOSww0hfAK9-/$_2.JPG
26,"
                            Spacious 2 bedroom basement apartment for rent
                        ","388 Aylesworth Ave, Scarborough, ON M1N 2K6, Canada",Basement,1600,2,1,43.7117574,-79.2579552,1,1,1,0,0,1,0,950,0,1,35,67,46,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Ij8AAOSwoQ5fAK21/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ym4AAOSwmwtfAK24/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CmgAAOSweGVfAK27/$_2.JPG
27,"
                            Comfy Basement Apartment @ Coxwell Ave & Plains Road in Toronto
                        ","Coxwell Ave, East York, ON M4C 3G3, Canada",Basement,1580,2,1,43.6949716,-79.3284274,0,0,0,1,1,0,0,950,0,1,70,67,87,https://i.ebayimg.com/00/s/NDY1WDYyMA==/z/PyEAAOSwOMBfAKvU/$_27.JPG,https://i.ebayimg.com/00/s/NDY1WDYyMA==/z/ttoAAOSwQpJfAKvo/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/~KwAAOSwMUVfAKwI/$_2.JPG
28,"
                            Beautiful two bedroom basement apartment for rent
                        ","239 Olive Ave, M2N4P5, North York, ON",House,1950,2,1,43.7823004,-79.3982147,0,0,0,1,1,1,0,"1,300",0,1,22,60,52,https://i.ebayimg.com/00/s/Mzg5WDgwMA==/z/JhwAAOSwVZFfAKq6/$_27.JPG,https://i.ebayimg.com/00/s/Mzg5WDgwMA==/z/UskAAOSw1HpfAKrF/$_2.JPG,https://i.ebayimg.com/00/s/Mzg5WDgwMA==/z/8xUAAOSww6xfAKrR/$_2.JPG
29,"
                            Dundas and Dovercourt bachelor apartment
                        ","310 Dovercourt Road, M6J 3E3, toronto, ON",Apartment,1200,Bachelor/Studio,1,43.6502462,-79.4252149,1,1,1,0,0,0,0,460,0,1,86,84,89,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/xXYAAOSwmwtfAKce/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/DZoAAOSwBRdfAKcn/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/wJcAAOSwP~RfAKcu/$_2.JPG
30,"
                            BRAND NEW NEVER LIVED IN 1 BEDROOM APARTMENT FOR RENT
                        ","24 Longbourne Dr, Etobicoke, ON M9R 2M6, Canada",Basement,1700,1,1,43.6794138,-79.5700021,1,1,1,1,1,0,0,700,0,1,39,70,36,https://i.ebayimg.com/00/s/MjkwWDQzNQ==/z/7v0AAOSwymte9kgT/$_27.JPG,https://i.ebayimg.com/00/s/MjkwWDQzNQ==/z/Ui8AAOSw9Ide9kkR/$_2.JPG,https://i.ebayimg.com/00/s/MjkwWDQzNQ==/z/AQkAAOSw4rte9kiL/$_2.JPG
31,"
                            Clean Bachelor + Den
                        ",", toronto m6e1w8 ON, Canada",Apartment,1250,Bachelor/Studio,1,43.6881553,-79.4497319,1,1,1,1,0,0,0,600,0,1,54,71,54,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/4N0AAOSw~8FfAJ26/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CMQAAOSwiQZfAJ29/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/S~wAAOSwRcBfAJ3B/$_2.JPG
32,"
                            3 Bedroom Apartment Kipling and Lakeshore
                        ","40 Fourteenth Street, M8V 3H9, Etobicoke, ON",Basement,2500,3,1,43.6006964,-79.513818,1,1,1,1,0,0,0,"1,250",1,1,67,65,78,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/rNwAAOSwtdhfAJOu/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/rgYAAOSwDmtfAJO9/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/UUEAAOSwE~FfAJPE/$_2.JPG
33,"
                            Sunfilled Unit in the Heart of Smyth Park Neighborhood
                        ","18 Edinborough Ct, York, ON M6N 2E8, Canada",Apartment,2150,3,1,43.6718623,-79.5027923,1,1,1,1,1,0,0,900,0,1,30,62,48,https://i.ebayimg.com/00/s/MzYxWDU0Mg==/z/zQ8AAOSwiXpe2mn4/$_27.JPG,https://i.ebayimg.com/00/s/MzYxWDU0Mg==/z/-okAAOSwN5Ze2mn2/$_2.JPG,https://i.ebayimg.com/00/s/MzYxWDU0Mg==/z/nS4AAOSwCf9e2mn5/$_2.JPG
34,"
                            Spacious Bloor Street Unit in the Heart of Toronto
                        ","812 Bloor St W, Toronto, ON M6G 1L9, Canada",Apartment,3150,3,15,43.6627952,-79.4227388,1,1,1,0,0,1,0,"1,200",0,1,89,84,10,https://i.ebayimg.com/00/s/NDUzWDU2Nw==/z/Kd8AAOSwRYZfAI4M/$_27.JPG,https://i.ebayimg.com/00/s/NDQ1WDYwMQ==/z/g8AAAOSwWzxfAI4N/$_2.JPG,https://i.ebayimg.com/00/s/NDg2WDM2Ng==/z/mQsAAOSw35ZfAI4Q/$_2.JPG
35,"
                            1 Bedroom Basement Apartment with Parking-Available Aug 1st.
                        ","Applemore Rd, Scarborough, ON M1B 1R6, Canada",Basement,1400,1,1,43.79945,-79.235756,1,1,1,1,0,1,0,750,0,1,55,66,33,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/YEUAAOSwLLRfAIpQ/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/6cEAAOSw9Z1fAIpD/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/QdoAAOSw5r5fAIpb/$_2.JPG
36,"
                            Westside Lofts -150 Sudbury Street - 1 Bedroom+Den Apartment...
                        ","150 Sudbury Street, Toronto, ON, M6J 3S7",Apartment,2150,1.5,2,43.6415328,-79.4240715,0,0,0,1,1,0,1,670,0,1,93,98,52,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/oJsAAOSwsh1fAIFj/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/95AAAOSwi9ZfAIFj/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/jEMAAOSw2i1fAIFj/$_2.JPG
37,"
                            Kingsway Village Square - 1 Bedroom Apartment for Rent
                        ","571  Prince Edward Dr N, Toronto, ON, M8X 0A1",Apartment,2200,1,1,43.6602184,-79.5100634,0,0,0,1,1,0,1,687,0,1,55,56,75,https://i.ebayimg.com/00/s/NzY4WDE1MzY=/z/csQAAOSwe79fAIFX/$_27.JPG,https://i.ebayimg.com/00/s/Mzk5WDg0NA==/z/78wAAOSwREZfAIFW/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/jbcAAOSwiKRfAIFW/$_2.JPG
38,"
                            Islington Terrace #3786 - Luxury Condo for Rent
                        ","7 Mabelle Avenue, Toronto, ON, M9A 0C9",Apartment,1850,1,1,43.645586,-79.527417,0,0,0,0,0,0,1,488,0,0,80,96,75,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/ppAAAOSwq5ZfBDuo/$_27.JPG,https://i.ebayimg.com/00/s/Nzg0WDc2OA==/z/4K0AAOSw3vlfBDuo/$_2.JPG,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/4C0AAOSwvEtfBDuo/$_2.JPG
0,"
                            Consilium I - 88 Corporate #653 - Luxury Condo for Rent
                        ","88 Corporate Drive, Toronto, ON, M1H 3G6",Apartment,1800,1,1,43.780908,-79.249696,0,0,0,0,0,0,0,712,0,0,54,87,42,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/Vk0AAOSw46tfAID4/$_27.JPG,https://i.ebayimg.com/00/s/ODg4WDQ4NQ==/z/k9IAAOSwn4hfAID3/$_2.JPG,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/pP4AAOSwci5fAID4/$_2.JPG
1,"
                            2 bedroom apartment
                        ","95 Baldwin St, Toronto, ON M5T 1L5, Canada",Apartment,900,2,1,43.655226,-79.3963199,1,1,1,1,0,0,0,100,0,1,99,95,73,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/BAgAAOSwr~ZfAH2D/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/O~4AAOSwZDpfAH2G/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/z7UAAOSwQX1fAH2J/$_2.JPG
2,"
                            2 bedroom apartment - Dufferin St. & Dupont St.
                        ",", M6H 2E4, Toronto, ON",Apartment,1650,1,1,43.6692665,-79.4458638,0,0,1,1,0,1,0,800,0,1,68,79,84,,,
3,"
                            1 bedroom apartment - Dufferin St. & Dupont St.
                        ",", M6H 2E4, Toronto, ON",Apartment,1275,1,1,43.6692665,-79.4458638,0,0,1,1,0,1,0,650,0,1,68,79,84,,,
4,"
                            * 2 br Bsmt apt, sep. entrance plus lawn with private Gate,
                        ","14 Cranston Manor Ct, Scarborough, ON M1J 3M6, Canada",Basement,1950,2,1,43.7506945,-79.2063102,1,1,1,1,1,2,0,900,0,1,44,64,35,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/q30AAOSwWGBfATSk/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/u94AAOSw9eVfATS3/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/TcoAAOSwcSpfATTE/$_2.JPG
5,"
                            VIEWS!!! Bright, Luxe, FURNISHED, 1B+1D, 2 Queen beds @ Market
                        ","Market St., Toronto, ON M5E 0A2, Canada",Condo,2625,1.5,1,43.6466189,-79.371159,0,0,1,1,1,0,1,700,1,1,96,10,75,https://i.ebayimg.com/00/s/Mzg0WDU1OA==/z/g6YAAOSwridfABq6/$_27.JPG,https://i.ebayimg.com/00/s/Mzc4WDU1Mw==/z/spAAAOSwKuBfABq9/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/zTUAAOSwIRhfABsL/$_2.JPG
6,"
                            Studio Apartment At 169 Fort York In Downtown Toronto
                        ","169 Fort York Blvd, Toronto, ON M5V 0C8, Canada",Condo,1900,1,1,43.6385129,-79.4008972,0,1,1,1,0,0,1,400,0,1,86,98,10,,,
7,"
                            Newly renovated 2 bedrooms basement apartment  rent Scarborough
                        ",", M1P3S5, City of Toronto, ON, Canada",Basement,1400,2,1,43.754629,-79.2595629,1,1,1,1,0,0,0,800,0,1,43,68,71,https://i.ebayimg.com/00/s/ODAwWDU5NA==/z/2u4AAOSwfKNfAAmh/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDU5NA==/z/mwMAAOSwi9ZfAAmt/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDU5NA==/z/s3IAAOSwwYpfAAm3/$_2.JPG
8,"
                            Looking for one bedroom basement or apartment($700)
                        ","Belvedere Blvd, Toronto, ON M8X 1K4, Canada",Basement,700,1,1,43.64946,-79.518135,1,1,1,1,1,1,0,700,1,1,60,89,76,,,
9,"
                            Two bedroom apartment for rent
                        ","16 Eagle Rd, Etobicoke, ON M8Z 4H5, Canada",Apartment,2600,2,1,43.6444512,-79.5199233,0,0,0,1,1,2,0,"1,100",1,1,72,93,77,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/-tYAAOSwMRZe~~Uy/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/HEIAAOSwz0le~~U1/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/NJMAAOSwhgde~~U3/$_2.JPG
10,"
                            Stunning 1 Bdrm + 1 bath with a view in City Place
                        ","15 Iceboat Terrace, M5V4A5, Toronto, ON",Apartment,1950,1,1,43.6405271,-79.397104,0,1,1,1,1,1,1,470,0,1,93,10,89,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ROoAAOSwWuJe~~Rv/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/dcEAAOSwdehe~~R1/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/7xcAAOSw80Fe~~Ry/$_2.JPG
11,"
                            Finch & Don mills: Spacious 1 bedroom apartment – Main Floor
                        ","44 Micmac Crescent, North York, ON M2H 2K2, Canada",House,1500,1,1,43.7942783,-79.3370486,0,0,0,1,1,1,0,"1,200",0,1,43,66,45,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/ukcAAOSwrx5e~~M4/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYxOA==/z/SBgAAOSwxA1e~~Mf/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/vHwAAOSwIYxe~~M7/$_2.JPG
12,"
                            Downtown Condo For Rent
                        ","30 Grand Trunk Crescent, Toronto, ON M5J 3A4, Canada",Condo,2250,1.5,1,43.6422784,-79.3827611,1,1,1,1,1,0,1,750,0,1,92,10,70,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/DjgAAOSwpWJetzrb/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/uhUAAOSwWHZetzr6/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/xCkAAOSwrRBetzsS/$_2.JPG
13,"
                            Newly renovated basement apartment
                        ","51 Shippigan Cres., M2J 2G1, Toronto, ON",Basement,1280,1,1,43.7773312,-79.3557741,1,1,1,1,0,1,0,700,0,1,35,76,48,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/9JEAAOSwF7Je~-0i/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/hOUAAOSwmjFe~-0l/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/le0AAOSwh7Re~-0r/$_2.JPG
14,"
                            2 Bedroom Basement Apartment - Beside Kennedy Station
                        ","Benjamin Blvd, M1K3P5, Scarborough, ON",Basement,1850,2,1,43.7315346,-79.2606115,0,0,0,1,1,1,0,"1,000",0,1,35,97,52,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/BXQAAOSwvWNe~-Zf/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/RMcAAOSwhbZe~-Zc/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/RvgAAOSwv19e~-Zj/$_2.JPG
15,"
                            1 Bedroom Basement Apartment - Dufferin Grove!
                        ",", Toronto M6H1K4 ON, Canada",Basement,1250,1,1,43.6586825,-79.4293345,1,1,1,1,0,0,0,600,0,0,86,87,59,https://i.ebayimg.com/00/s/ODAwWDUzMw==/z/T-kAAOSwG0Be~94-/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDUzMw==/z/o8gAAOSw3jVe~95p/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/o9kAAOSw3jVe~96H/$_2.JPG
16,"
                            Basement Apartment Available for Rent
                        ","50 Sherwood Avenue, M1R1N5, Scarborough, ON",Basement,1500,2,1,43.7413598,-79.2986008,1,1,1,1,0,1,0,"1,100",0,1,73,65,56,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/14oAAOSwWXBe~91E/$_27.JPG,https://i.ebayimg.com/00/s/MTk5WDMwMA==/z/2q8AAOSwwX9e~91P/$_2.JPG,https://i.ebayimg.com/00/s/MTk5WDMwMA==/z/M1sAAOSwK6te~91H/$_2.JPG
17,"
                            Newly Renovated Basement Apartment for Rent Clairlea
                        ","76 Presley Ave, Scarborough, ON M1L 3P8, Canada",Apartment,1300,1,1,43.7058693,-79.2868889,1,1,1,1,0,0,0,500,0,1,38,83,52,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/81wAAOSwU2de~9wx/$_27.JPG,https://i.ebayimg.com/00/s/NjAxWDgwMA==/z/tN4AAOSwTCBe~9wp/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/UAAAAOSwAfFe~9xG/$_2.JPG
18,"
                            Toronto Apartment - Bright & Cozy basement
                        ","201 Islington Ave, Etobicoke, ON M8V 3B8, Canada",Apartment,1400,1,1,43.6029684,-79.505968,1,1,1,1,0,1,0,500,0,1,72,66,80,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/wmIAAOSwkzJe~9Hp/$_27.JPG,https://i.ebayimg.com/00/s/NzQxWDcxOA==/z/zI4AAOSw6YNe~9Hm/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/GCMAAOSwQ2te~9Ht/$_2.JPG
19,"
                            Beautiful 3 Bdrm Apt Danforth Greektown Across Greenwood Subway
                        ","214 Gillard Avenue, M2M4B5, Toronto, ON",Apartment,1880,3,1,43.6820912,-79.3283279,0,1,1,0,1,0,0,560,0,0,87,80,84,https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/HvMAAOSw6gde~8Xs/$_27.JPG,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/HecAAOSwYVVe~8YK/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/TkMAAOSwkYle~8a3/$_2.JPG
20,"
                            Apartment for Rent
                        ","106 Dovercourt Rd, Toronto, ON M6J 3C3, Canada",Condo,2900,2,2,43.6431876,-79.4224938,0,1,1,1,1,1,1,885,0,1,86,90,56,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/b-MAAOSwmbVfAQFV/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/nrMAAOSwpShfAQFZ/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/SLwAAOSwqsZfAQFd/$_2.JPG
21,"
                            Bachelor Suite near The Junction (and High Park)
                        ","350 Weston Rd, York, ON M6N 3P9, Canada",Apartment,900,Bachelor/Studio,1,43.6798307,-79.4753865,1,1,1,1,0,1,0,1,1,1,66,74,64,https://i.ebayimg.com/00/s/ODAwWDY0MA==/z/BdYAAOSwaKFe~8DO/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/yXYAAOSwXmVe~8Dt/$_2.JPG,https://i.ebayimg.com/00/s/NDAwWDgwMA==/z/3eYAAOSw8OVe~8Eg/$_2.JPG
22,"
                            2BD Penthouse with private patio on 2 levels Finch/Keele
                        ","390 Sentinel Rd, North York, ON M3J 1V3, Canada",Apartment,1899,2,1,43.7603771,-79.5001178,1,1,1,1,1,1,0,900,0,0,75,78,80,https://i.ebayimg.com/00/s/MjI1WDMwMA==/z/pjsAAOSwK05esgq6/$_27.JPG,https://i.ebayimg.com/00/s/MjI1WDMwMA==/z/wfcAAOSwQVZesgrG/$_2.JPG,https://i.ebayimg.com/00/s/MjI1WDMwMA==/z/vdoAAOSw08FesgrM/$_2.JPG
23,"
                            2 Bedroom Apartment Victoria Park
                        ","25 Sunrise Ave, North York, ON M4A 2S2, Canada",Condo,2150,2,15,43.7190266,-79.3017487,1,1,1,1,1,1,1,"1,000",0,0,76,68,53,,,
24,"
                            Apartment for rent
                        ","M2J3B8, Canada",Condo,2200,2,1,43.7778777,-79.3484038,1,1,1,1,1,0,0,"1,000",0,0,72,80,52,,,
25,"
                            Yonge/Bloor Condo 1+den for rent
                        ","33 Charles St E, Toronto, ON M4Y 0A2, Canada",Condo,2349,1 + Den,1,43.6686074,-79.3845457,0,1,1,1,1,1,1,700,0,1,98,92,74,https://i.ebayimg.com/00/s/MjEyWDMxOQ==/z/Js4AAOSwjPJe~7f0/$_27.JPG,https://i.ebayimg.com/00/s/MjUyWDM3OA==/z/qK8AAOSwVLNe~7f8/$_2.JPG,https://i.ebayimg.com/00/s/MjUyWDM3OA==/z/L0YAAOSwhmRe~7gO/$_2.JPG
26,"
                            One Apartment Bed room
                        ","1080 Kingston Rd, Scarborough, ON M1N 1N5, Canada",Apartment,1600,1,1,43.6813951,-79.2832259,1,1,1,1,1,0,0,628,0,0,81,76,72,,,
27,"
                            Spacious 1 BD Apt Downtown Toronto (Yonge & Front) Utilities Inc
                        ","25 The Esplanade, 25 The Esplanade, Toronto, ON M5E 1W5, Canada",Condo,2000,1,1,43.646188,-79.374978,1,1,1,1,0,0,1,710,0,1,95,10,91,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/ilAAAOSwtBJe~7LO/$_27.JPG,https://i.ebayimg.com/00/s/Mzk3WDgwMA==/z/bAoAAOSwqsZe~7La/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Nu0AAOSws41e~7LX/$_2.JPG
